Date,Open,High,Low,Close,Adj Close,Volume
2015-10-09,5675.000000,5800.000000,5625.000000,5800.000000,4924.061523,7986300
2015-10-12,5850.000000,5900.000000,5750.000000,5850.000000,4966.509766,4035800
2015-10-13,5850.000000,5875.000000,5500.000000,5500.000000,4669.367188,5530100
2015-10-15,5625.000000,5925.000000,5600.000000,5900.000000,5008.958008,14821200
2015-10-16,5900.000000,6200.000000,5750.000000,6200.000000,5263.650391,8928800
2015-10-19,6200.000000,6400.000000,6150.000000,6400.000000,5433.445801,7036500
2015-10-20,6400.000000,6400.000000,6325.000000,6325.000000,5369.772461,6936500
2015-10-21,6325.000000,6425.000000,6150.000000,6225.000000,5284.875000,8218500
2015-10-22,6125.000000,6200.000000,6000.000000,6100.000000,5178.752930,13039400
2015-10-23,6200.000000,6400.000000,6125.000000,6225.000000,5284.875000,11352800
2015-10-26,6275.000000,6325.000000,6200.000000,6225.000000,5284.875000,5553700
2015-10-27,6150.000000,6200.000000,6100.000000,6200.000000,5263.650391,3770900
2015-10-28,6050.000000,6150.000000,6050.000000,6075.000000,5157.528809,3686900
2015-10-29,6050.000000,6075.000000,5650.000000,5650.000000,4796.714355,8032200
2015-10-30,5600.000000,5675.000000,5525.000000,5525.000000,4690.591797,10035800
2015-11-02,5450.000000,5825.000000,5450.000000,5825.000000,4945.285156,5450700
2015-11-03,5875.000000,5950.000000,5800.000000,5825.000000,4945.285156,4895400
2015-11-04,5750.000000,6100.000000,5750.000000,6100.000000,5178.752930,5902800
2015-11-05,6075.000000,6100.000000,5925.000000,6000.000000,5093.855469,5015800
2015-11-06,5950.000000,6000.000000,5850.000000,5850.000000,4966.509766,5937500
2015-11-09,5750.000000,5800.000000,5550.000000,5550.000000,4711.816406,6986000
2015-11-10,5500.000000,5625.000000,5375.000000,5375.000000,4563.245605,11669600
2015-11-11,5375.000000,5375.000000,5150.000000,5250.000000,4457.123535,7191000
2015-11-12,5175.000000,5300.000000,5175.000000,5175.000000,4393.450684,9933300
2015-11-13,5125.000000,5250.000000,5075.000000,5175.000000,4393.450684,5840300
2015-11-16,5175.000000,5200.000000,5050.000000,5075.000000,4308.553223,5258200
2015-11-17,5175.000000,5325.000000,5150.000000,5275.000000,4478.347656,8246000
2015-11-18,5325.000000,5475.000000,5275.000000,5400.000000,4584.470215,7802500
2015-11-19,5500.000000,5650.000000,5500.000000,5650.000000,4796.714355,10498200
2015-11-20,5650.000000,5650.000000,5525.000000,5650.000000,4796.714355,4131200
2015-11-23,5550.000000,5625.000000,5425.000000,5450.000000,4626.918945,4984000
2015-11-24,5400.000000,5450.000000,5350.000000,5350.000000,4542.020996,4534700
2015-11-25,5350.000000,5425.000000,5325.000000,5350.000000,4542.020996,4276300
2015-11-26,5425.000000,5475.000000,5350.000000,5475.000000,4648.143066,5025900
2015-11-27,5500.000000,5525.000000,5400.000000,5400.000000,4584.470215,4111600
2015-11-30,5300.000000,5300.000000,4875.000000,4875.000000,4138.757813,35363700
2015-12-01,5000.000000,5300.000000,5000.000000,5225.000000,4435.898926,16797700
2015-12-02,5225.000000,5275.000000,5175.000000,5175.000000,4393.450684,4011800
2015-12-03,5150.000000,5225.000000,5100.000000,5175.000000,4393.450684,4535100
2015-12-04,5150.000000,5175.000000,5025.000000,5050.000000,4287.328613,10005500
2015-12-07,5075.000000,5150.000000,5075.000000,5125.000000,4351.002441,6220600
2015-12-08,5050.000000,5125.000000,5025.000000,5075.000000,4308.553223,9216100
2015-12-09,5075.000000,5075.000000,5075.000000,5075.000000,4308.553223,0
2015-12-10,5025.000000,5050.000000,4950.000000,5000.000000,4244.879395,10252500
2015-12-11,5050.000000,5075.000000,4960.000000,4960.000000,4210.920898,6187500
2015-12-14,4860.000000,4950.000000,4840.000000,4890.000000,4151.492188,5946300
2015-12-15,4840.000000,4940.000000,4840.000000,4890.000000,4151.492188,4611500
2015-12-16,4990.000000,5000.000000,4900.000000,4990.000000,4236.390137,9345600
2015-12-17,5200.000000,5200.000000,5050.000000,5125.000000,4351.002441,10652000
2015-12-18,5050.000000,5125.000000,5025.000000,5050.000000,4287.328613,6061800
2015-12-21,5050.000000,5075.000000,4975.000000,4975.000000,4223.655762,5800900
2015-12-22,5000.000000,5000.000000,4905.000000,4965.000000,4215.165039,7156600
2015-12-23,4970.000000,5000.000000,4910.000000,4955.000000,4206.675781,4252600
2015-12-28,4910.000000,5175.000000,4905.000000,5150.000000,4372.225586,9537300
2015-12-29,5150.000000,5175.000000,5075.000000,5125.000000,4351.002441,2961700
2015-12-30,5100.000000,5200.000000,5075.000000,5175.000000,4393.450684,9778200
2016-01-04,5250.000000,5575.000000,5175.000000,5300.000000,4499.572266,26737300
2016-01-05,5300.000000,5550.000000,5300.000000,5475.000000,4648.143066,18355100
2016-01-06,5475.000000,5800.000000,5450.000000,5800.000000,4924.061523,22503300
2016-01-07,5575.000000,5675.000000,5525.000000,5650.000000,4796.714355,12743300
2016-01-08,5600.000000,5725.000000,5550.000000,5675.000000,4817.938477,6863900
2016-01-11,5625.000000,5625.000000,5500.000000,5525.000000,4690.591797,8017400
2016-01-12,5575.000000,5875.000000,5525.000000,5775.000000,4902.836426,18842600
2016-01-13,5875.000000,5925.000000,5800.000000,5850.000000,4966.509766,7165100
2016-01-14,5750.000000,5775.000000,5650.000000,5700.000000,4839.163086,12594900
2016-01-15,5800.000000,5800.000000,5700.000000,5725.000000,4860.387695,5913700
2016-01-18,5600.000000,5725.000000,5575.000000,5675.000000,4817.938477,4909800
2016-01-19,5650.000000,5875.000000,5650.000000,5825.000000,4945.285156,6368400
2016-01-20,5775.000000,5850.000000,5725.000000,5750.000000,4881.612305,10637500
2016-01-21,5900.000000,5900.000000,5625.000000,5650.000000,4796.714355,8160700
2016-01-22,5750.000000,5825.000000,5725.000000,5800.000000,4924.061523,7090400
2016-01-25,5800.000000,5825.000000,5675.000000,5700.000000,4839.163086,4761100
2016-01-26,5625.000000,5700.000000,5525.000000,5525.000000,4690.591797,11663100
2016-01-27,5550.000000,5850.000000,5550.000000,5850.000000,4966.509766,8382800
2016-01-28,5850.000000,6000.000000,5725.000000,5975.000000,5072.630859,14665900
2016-01-29,6025.000000,6200.000000,5950.000000,6200.000000,5263.650391,17996600
2016-02-01,6250.000000,6300.000000,6050.000000,6275.000000,5327.323730,12407500
2016-02-02,6275.000000,6300.000000,6175.000000,6250.000000,5306.099121,12533800
2016-02-03,6200.000000,6200.000000,6125.000000,6150.000000,5221.202148,5372300
2016-02-04,6200.000000,6450.000000,6175.000000,6375.000000,5412.221680,9827000
2016-02-05,6475.000000,6600.000000,6425.000000,6575.000000,5582.016602,14723800
2016-02-09,6325.000000,6725.000000,6325.000000,6700.000000,5688.138672,11835100
2016-02-10,6525.000000,6875.000000,6525.000000,6775.000000,5751.812012,7156600
2016-02-11,6625.000000,6900.000000,6625.000000,6725.000000,5709.362793,6818600
2016-02-12,6625.000000,6675.000000,6500.000000,6500.000000,5518.343750,7886100
2016-02-15,6525.000000,6600.000000,6500.000000,6500.000000,5518.343750,4859200
2016-02-16,6550.000000,6600.000000,6475.000000,6550.000000,5560.791992,3479100
2016-02-17,6600.000000,6600.000000,6525.000000,6525.000000,5539.567871,5634600
2016-02-18,6600.000000,6825.000000,6550.000000,6825.000000,5794.260742,12145200
2016-02-19,6850.000000,6850.000000,6650.000000,6725.000000,5709.362793,7348900
2016-02-22,6700.000000,6850.000000,6700.000000,6825.000000,5794.260742,6252600
2016-02-23,6825.000000,6850.000000,6750.000000,6775.000000,5751.812012,9197200
2016-02-24,6850.000000,6850.000000,6550.000000,6650.000000,5645.689453,6983600
2016-02-25,6700.000000,6700.000000,6500.000000,6500.000000,5518.343750,5320500
2016-02-26,6525.000000,6825.000000,6525.000000,6825.000000,5794.260742,8319000
2016-02-29,6700.000000,7250.000000,6625.000000,7050.000000,5985.280762,22876500
2016-03-01,7000.000000,7250.000000,6950.000000,7150.000000,6070.178223,6688600
2016-03-02,7175.000000,7425.000000,7150.000000,7275.000000,6176.299805,22223900
2016-03-03,7325.000000,7575.000000,7325.000000,7375.000000,6261.197754,27662100
2016-03-04,7375.000000,7475.000000,7000.000000,7475.000000,6346.095215,19026600
2016-03-07,7500.000000,7525.000000,7300.000000,7400.000000,6282.422363,10664400
2016-03-08,7400.000000,7400.000000,7150.000000,7350.000000,6239.973145,6317700
2016-03-10,7325.000000,7425.000000,7300.000000,7425.000000,6303.646484,15143300
2016-03-11,7425.000000,7425.000000,7425.000000,7425.000000,6303.646484,0
2016-03-14,7425.000000,7425.000000,7425.000000,7425.000000,6303.646484,0
2016-03-15,7475.000000,7500.000000,7225.000000,7425.000000,6303.646484,5174100
2016-03-16,7400.000000,7400.000000,7200.000000,7225.000000,6133.851563,10640200
2016-03-17,7175.000000,7275.000000,7150.000000,7200.000000,6112.626953,8726300
2016-03-18,7250.000000,7250.000000,6875.000000,6875.000000,5836.709473,27552600
2016-03-21,7000.000000,7150.000000,6925.000000,7100.000000,6027.729492,14135900
2016-03-22,7100.000000,7125.000000,7050.000000,7075.000000,6006.504883,10721400
2016-03-23,7050.000000,7100.000000,7025.000000,7100.000000,6027.729492,5565200
2016-03-24,7050.000000,7075.000000,6925.000000,6975.000000,5921.606934,4920400
2016-03-28,6850.000000,6950.000000,6800.000000,6875.000000,5836.709473,10062400
2016-03-29,6875.000000,6950.000000,6825.000000,6925.000000,5879.157715,6134400
2016-03-30,6900.000000,7250.000000,6900.000000,7250.000000,6155.076172,14934600
2016-03-31,7250.000000,7300.000000,7175.000000,7225.000000,6133.851563,21522400
2016-04-01,7225.000000,7250.000000,7125.000000,7225.000000,6133.851563,6462500
2016-04-04,7225.000000,7225.000000,7125.000000,7225.000000,6133.851563,2564300
2016-04-05,7100.000000,7225.000000,7100.000000,7175.000000,6091.402832,4006100
2016-04-06,7175.000000,7225.000000,7125.000000,7150.000000,6070.178223,4111500
2016-04-07,7225.000000,7250.000000,7175.000000,7225.000000,6133.851563,12373700
2016-04-08,7150.000000,7225.000000,7150.000000,7225.000000,6133.851563,5752600
2016-04-11,7225.000000,7225.000000,7225.000000,7225.000000,6133.851563,0
2016-04-12,7100.000000,7125.000000,7050.000000,7125.000000,6048.954102,6050100
2016-04-13,7125.000000,7125.000000,7125.000000,7125.000000,6048.954102,0
2016-04-14,7125.000000,7125.000000,7125.000000,7125.000000,6048.954102,0
2016-04-15,7125.000000,7125.000000,7125.000000,7125.000000,6048.954102,0
2016-04-18,7125.000000,7125.000000,7125.000000,7125.000000,6048.954102,0
2016-04-19,7125.000000,7125.000000,7125.000000,7125.000000,6048.954102,0
2016-04-20,7175.000000,7300.000000,7175.000000,7200.000000,6112.626953,21163700
2016-04-21,7200.000000,7275.000000,7150.000000,7250.000000,6155.076172,10128900
2016-04-22,7250.000000,7275.000000,7225.000000,7275.000000,6176.299805,5767500
2016-04-25,7250.000000,7250.000000,7150.000000,7225.000000,6133.851563,2769700
2016-04-26,7150.000000,7175.000000,6975.000000,7025.000000,5964.056152,6176800
2016-04-27,6850.000000,7000.000000,6800.000000,6850.000000,5815.485352,9136900
2016-04-28,6850.000000,6975.000000,6850.000000,6950.000000,5900.382324,5850600
2016-04-29,6875.000000,7150.000000,6875.000000,7125.000000,6048.954102,10075400
2016-05-02,7100.000000,7100.000000,6975.000000,7025.000000,5964.056152,1611700
2016-05-03,7100.000000,7225.000000,7025.000000,7200.000000,6112.626953,7984600
2016-05-04,7100.000000,7225.000000,7025.000000,7200.000000,6112.626953,5901100
2016-05-09,7050.000000,7200.000000,6950.000000,6950.000000,5900.382324,4916400
2016-05-10,7000.000000,7150.000000,6950.000000,7150.000000,6070.178223,7668500
2016-05-11,7175.000000,7200.000000,7075.000000,7175.000000,6091.402832,5990800
2016-05-12,7150.000000,7175.000000,7050.000000,7050.000000,5985.280762,3069100
2016-05-13,7050.000000,7175.000000,7025.000000,7125.000000,6048.954102,4489300
2016-05-16,7050.000000,7075.000000,6925.000000,7025.000000,5964.056152,3924300
2016-05-17,6950.000000,7050.000000,6900.000000,7025.000000,5964.056152,4190700
2016-05-18,7000.000000,7025.000000,6900.000000,7025.000000,5964.056152,7357600
2016-05-19,7025.000000,7050.000000,6875.000000,6975.000000,5921.606934,5707900
2016-05-20,6900.000000,6925.000000,6850.000000,6875.000000,5836.709473,5823700
2016-05-23,6850.000000,6900.000000,6825.000000,6875.000000,5836.709473,5453800
2016-05-24,6875.000000,6950.000000,6850.000000,6850.000000,5815.485352,3799600
2016-05-25,6950.000000,7050.000000,6900.000000,7025.000000,5964.056152,4419200
2016-05-26,6925.000000,7025.000000,6925.000000,6975.000000,5921.606934,2151600
2016-05-27,6975.000000,7100.000000,6950.000000,7075.000000,6006.504883,4700200
2016-05-30,7050.000000,7075.000000,6950.000000,7000.000000,5942.831543,3288800
2016-05-31,7000.000000,7025.000000,6900.000000,6925.000000,5879.157715,14228800
2016-06-01,6925.000000,7000.000000,6875.000000,6975.000000,5921.606934,4924400
2016-06-02,7025.000000,7175.000000,7000.000000,7125.000000,6048.954102,7227100
2016-06-03,7175.000000,7175.000000,7125.000000,7175.000000,6091.402832,3791400
